Cod Cli,SKU,Metrics,Vol Paq
10111095,SKU 15,,1
10111096,SKU 11,,20
10111096,SKU 13,,30
10111096,SKU 18,,60
10111096,SKU 14,,10
10111096,SKU 15,,1
10111097,SKU 1,,60
10111097,SKU 2,,80
10111097,SKU 3,,70
10111097,SKU 4,,3
10111097,SKU 21,,6
10111097,SKU 5,,20
10111097,SKU 16,,25
10111097,SKU 6,,25
10111097,SKU 7,,60
10111097,SKU 22,,20
10111097,SKU 24,,20
10111097,SKU 8,,290
10111097,SKU 9,,300
10111097,SKU 25,,130
10111097,SKU 10,,160
10111097,SKU 11,,150
10111097,SKU 12,,90
10111097,SKU 13,,80
10111097,SKU 17,,15
10111097,SKU 18,,25
10111097,SKU 19,,10
10111097,SKU 14,,105
10111097,SKU 15,,125
10111097,SKU 20,,5
10111107,SKU 8,,35
10111107,SKU 9,,25
10111107,SKU 11,,15
10111107,SKU 12,,20
10111107,SKU 13,,25
10111107,SKU 14,,1
10111107,SKU 15,,30
10111110,SKU 1,,50
10111110,SKU 28,,10
10111110,SKU 2,,80
10111110,SKU 3,,20
10111110,SKU 5,,10
10111110,SKU 16,,10
10111110,SKU 6,,10
10111110,SKU 7,,30
10111110,SKU 8,,161
10111110,SKU 9,,71
10111110,SKU 25,,20
10111110,SKU 10,,50
10111110,SKU 11,,111
10111110,SKU 12,,31
10111110,SKU 13,,111
10111110,SKU 17,,20
10111110,SKU 14,,22
10111110,SKU 15,,41
10111111,SKU 2,,20
10111111,SKU 8,,21
10111111,SKU 9,,21
10111111,SKU 11,,11
10111111,SKU 12,,11
10111111,SKU 13,,31
10111111,SKU 14,,43
10111111,SKU 15,,31
10111116,SKU 8,,40
10111116,SKU 9,,5
10111116,SKU 11,,40
10111116,SKU 12,,10
10111118,SKU 1,,10
10111118,SKU 3,,10
10111118,SKU 8,,11
10111118,SKU 9,,6
10111118,SKU 11,,1
10111118,SKU 12,,6
10111118,SKU 13,,1
10111118,SKU 17,,10
10111118,SKU 14,,6
10111118,SKU 15,,7
10111121,SKU 1,,10
10111121,SKU 2,,35
10111121,SKU 3,,5
10111121,SKU 7,,10
10111121,SKU 8,,101
10111121,SKU 9,,81
10111121,SKU 10,,10
10111121,SKU 11,,61
10111121,SKU 12,,11
10111121,SKU 13,,31
10111121,SKU 14,,1
10111121,SKU 15,,21
10111122,SKU 8,,51
10111122,SKU 9,,41
10111122,SKU 10,,10
10111122,SKU 11,,21
10111122,SKU 12,,1
10111122,SKU 13,,2
10111122,SKU 14,,23
10111122,SKU 15,,75
10111123,SKU 29,,25
10111123,SKU 16,,10
10111123,SKU 8,,70
10111123,SKU 9,,40
10111123,SKU 11,,10
10111123,SKU 12,,30
10111123,SKU 14,,30
10111123,SKU 15,,32
10111125,SKU 8,,20
10111125,SKU 9,,10
10111125,SKU 11,,10
10111125,SKU 20,,10
10111126,SKU 7,,20
10111126,SKU 8,,140
10111126,SKU 9,,190
10111126,SKU 11,,50
10111126,SKU 12,,50
10111126,SKU 13,,10
10111126,SKU 18,,10
10111126,SKU 14,,11
10111126,SKU 15,,1
10111128,SKU 2,,20
10111128,SKU 29,,25
10111128,SKU 7,,20
10111128,SKU 8,,80
10111128,SKU 9,,20
10111128,SKU 11,,30
10111128,SKU 12,,40
10111128,SKU 13,,80
10111128,SKU 14,,1
10111128,SKU 15,,11
10111129,SKU 16,,5
10111129,SKU 7,,5
10111129,SKU 22,,5
10111129,SKU 8,,30
10111129,SKU 9,,25
10111129,SKU 25,,10
10111129,SKU 10,,5
10111129,SKU 11,,25
10111129,SKU 13,,1
10111129,SKU 14,,1
10111129,SKU 15,,1
10111130,SKU 2,,30
10111130,SKU 3,,10
10111130,SKU 8,,61
10111130,SKU 9,,61
10111130,SKU 10,,50
10111130,SKU 11,,51
10111130,SKU 12,,11
10111130,SKU 13,,1
10111130,SKU 14,,1
10111130,SKU 15,,1
10111131,SKU 1,,50
10111131,SKU 2,,130
10111131,SKU 3,,70
10111131,SKU 16,,80
10111131,SKU 6,,80
10111131,SKU 7,,100
10111131,SKU 22,,110
10111131,SKU 24,,50
10111131,SKU 8,,200
10111131,SKU 9,,350
10111131,SKU 11,,180
10111131,SKU 12,,100
10111131,SKU 13,,100
10111131,SKU 17,,30
10111131,SKU 19,,20
10111131,SKU 26,,20
10111131,SKU 14,,80
10111131,SKU 15,,20
10111131,SKU 20,,30
10111133,SKU 1,,30
10111133,SKU 2,,10
10111133,SKU 21,,11
10111133,SKU 5,,30
10111133,SKU 16,,10
10111133,SKU 8,,180
10111133,SKU 9,,80
10111133,SKU 11,,60
10111133,SKU 12,,20
10111133,SKU 13,,20
10111133,SKU 14,,1
10111133,SKU 15,,1
10111134,SKU 8,,80
10111134,SKU 9,,20
10111134,SKU 11,,30
10111135,SKU 1,,10
10111135,SKU 2,,15
10111135,SKU 5,,5
10111135,SKU 16,,10
10111135,SKU 6,,5
10111135,SKU 7,,25
10111135,SKU 22,,10
10111135,SKU 24,,5
10111135,SKU 8,,160
10111135,SKU 9,,80
10111135,SKU 10,,30
10111135,SKU 11,,170
10111135,SKU 12,,15
10111135,SKU 13,,25
10111135,SKU 14,,55
10111135,SKU 15,,140
10111145,SKU 2,,50
10111145,SKU 3,,5
10111145,SKU 5,,5
10111145,SKU 6,,10
10111145,SKU 8,,21
10111145,SKU 9,,21
10111145,SKU 10,,15
10111145,SKU 11,,1
10111145,SKU 12,,1
10111145,SKU 13,,1
10111145,SKU 14,,6
10111145,SKU 15,,6
10111146,SKU 1,,20
10111146,SKU 28,,10
10111146,SKU 2,,20
10111146,SKU 3,,60
10111146,SKU 4,,2
10111146,SKU 21,,2
10111146,SKU 16,,10
10111146,SKU 7,,20
10111146,SKU 8,,111
10111146,SKU 9,,91
10111146,SKU 25,,50
10111146,SKU 10,,60
10111146,SKU 11,,81
10111146,SKU 12,,61
10111146,SKU 13,,41
10111146,SKU 14,,12
10111146,SKU 15,,34
10111147,SKU 1,,80
10111147,SKU 30,,5
10111147,SKU 28,,90
10111147,SKU 2,,120
10111147,SKU 3,,25
10111147,SKU 32,,25
10111147,SKU 29,,25
10111147,SKU 4,,7
10111147,SKU 21,,7
10111147,SKU 5,,20
10111147,SKU 16,,40
10111147,SKU 6,,20
10111147,SKU 7,,40
10111147,SKU 22,,30
10111147,SKU 24,,15
10111147,SKU 8,,500
10111147,SKU 9,,440
10111147,SKU 25,,10
10111147,SKU 10,,20
10111147,SKU 11,,340
10111147,SKU 12,,340
10111147,SKU 13,,150
10111147,SKU 17,,10
10111147,SKU 18,,55
10111147,SKU 26,,5
10111147,SKU 14,,90
10111147,SKU 15,,190
10111148,SKU 1,,40
10111148,SKU 28,,10
10111148,SKU 2,,70
10111148,SKU 3,,30
10111148,SKU 32,,25
10111148,SKU 29,,50
10111148,SKU 4,,3
10111148,SKU 21,,5
10111148,SKU 5,,20
10111148,SKU 16,,20
10111148,SKU 6,,70
10111148,SKU 7,,130
10111148,SKU 22,,30
10111148,SKU 24,,10
10111148,SKU 8,,360
10111148,SKU 9,,450
10111148,SKU 25,,20
10111148,SKU 10,,10
10111148,SKU 11,,220
10111148,SKU 12,,160
10111148,SKU 13,,120
10111148,SKU 18,,80
10111148,SKU 14,,40
10111148,SKU 15,,390
10111151,SKU 1,,40
10111151,SKU 2,,40
10111151,SKU 3,,80
10111151,SKU 21,,7
10111151,SKU 5,,20
10111151,SKU 16,,40
10111151,SKU 6,,20
10111151,SKU 7,,30
10111151,SKU 22,,30
10111151,SKU 24,,10
10111151,SKU 8,,460
10111151,SKU 9,,540
10111151,SKU 25,,40
10111151,SKU 11,,350
10111151,SKU 12,,140
10111151,SKU 13,,210
10111151,SKU 17,,10
10111151,SKU 18,,30
10111151,SKU 19,,60
10111151,SKU 26,,10
10111151,SKU 14,,220
10111151,SKU 15,,270
10111152,SKU 1,,60
10111152,SKU 28,,20
10111152,SKU 2,,60
10111152,SKU 3,,10
10111152,SKU 5,,10
10111152,SKU 16,,25
10111152,SKU 6,,10
10111152,SKU 7,,50
10111152,SKU 22,,30
10111152,SKU 24,,15
10111152,SKU 8,,400
10111152,SKU 9,,510
10111152,SKU 25,,5
10111152,SKU 10,,40
10111152,SKU 11,,230
10111152,SKU 12,,210
10111152,SKU 13,,140
10111152,SKU 17,,45
10111152,SKU 18,,20
10111152,SKU 19,,50
10111152,SKU 26,,20
10111152,SKU 14,,110
10111152,SKU 15,,180
10111152,SKU 20,,10
10111152,SKU 23,,5
10111154,SKU 2,,20
10111154,SKU 4,,2
10111154,SKU 21,,5
10111154,SKU 8,,40
10111154,SKU 9,,30
10111154,SKU 11,,20
10111154,SKU 12,,10
10111154,SKU 13,,20
10111154,SKU 14,,5
10111154,SKU 15,,11
10111155,SKU 1,,5
10111155,SKU 2,,15
10111155,SKU 3,,30
10111155,SKU 8,,95
10111155,SKU 9,,75
10111155,SKU 11,,65
10111155,SKU 12,,100
10111155,SKU 13,,10
10111155,SKU 14,,1
10111155,SKU 15,,1
10111156,SKU 8,,471
10111156,SKU 9,,1
10111156,SKU 11,,1
10111156,SKU 12,,1
10111156,SKU 13,,1
10111156,SKU 14,,1
10111156,SKU 15,,1
10111157,SKU 1,,40
10111157,SKU 2,,40
10111157,SKU 7,,20
10111157,SKU 8,,211
10111157,SKU 9,,111
10111157,SKU 11,,211
10111157,SKU 12,,101
10111157,SKU 13,,1
10111157,SKU 14,,45
10111157,SKU 15,,23
10111160,SKU 1,,40
10111160,SKU 2,,45
10111160,SKU 5,,20
10111160,SKU 16,,10
10111160,SKU 6,,5
10111160,SKU 7,,25
10111160,SKU 22,,20
10111160,SKU 24,,5
10111160,SKU 8,,160
10111160,SKU 9,,290
10111160,SKU 25,,0
10111160,SKU 10,,10
10111160,SKU 11,,130
10111160,SKU 12,,80
10111160,SKU 18,,10
10111160,SKU 14,,45
10111160,SKU 15,,40
10111162,SKU 1,,30
10111162,SKU 28,,40
10111162,SKU 2,,50
10111162,SKU 3,,40
10111162,SKU 32,,25
10111162,SKU 27,,25
10111162,SKU 29,,25
10111162,SKU 4,,3
10111162,SKU 21,,4
10111162,SKU 5,,10
10111162,SKU 16,,30
10111162,SKU 6,,10
10111162,SKU 7,,75
10111162,SKU 22,,10
10111162,SKU 8,,270
10111162,SKU 9,,320
10111162,SKU 25,,10
10111162,SKU 10,,50
10111162,SKU 11,,240
10111162,SKU 12,,110
10111162,SKU 13,,180
10111162,SKU 17,,50
10111162,SKU 18,,10
10111162,SKU 14,,80
10111162,SKU 15,,380
10111162,SKU 23,,5
10111163,SKU 1,,55
10111163,SKU 28,,10
10111163,SKU 2,,40
10111163,SKU 3,,80
10111163,SKU 21,,3
10111163,SKU 5,,50
10111163,SKU 16,,25
10111163,SKU 6,,20
10111163,SKU 7,,30
10111163,SKU 22,,25
10111163,SKU 24,,10
10111163,SKU 8,,460
10111163,SKU 9,,380
10111163,SKU 10,,30
10111163,SKU 11,,310
10111163,SKU 12,,90
10111163,SKU 13,,190
10111163,SKU 17,,20
10111163,SKU 18,,20
10111163,SKU 19,,75
10111163,SKU 26,,35
10111163,SKU 14,,45
10111163,SKU 15,,250
10111163,SKU 23,,5
10111164,SKU 1,,10
10111164,SKU 2,,5
10111164,SKU 3,,5
10111164,SKU 7,,10
10111164,SKU 22,,5
10111164,SKU 8,,120
10111164,SKU 9,,60
10111164,SKU 10,,10
10111164,SKU 11,,40
10111164,SKU 12,,30
10111164,SKU 13,,1
10111164,SKU 14,,15
10111164,SKU 15,,15
10111166,SKU 1,,1350
10111166,SKU 2,,2600
10111166,SKU 3,,900
10111166,SKU 5,,50
10111166,SKU 16,,150
10111166,SKU 7,,2320
10111166,SKU 22,,100
10111166,SKU 8,,46450
10111166,SKU 9,,17909
10111166,SKU 10,,3680
10111166,SKU 11,,10050
10111166,SKU 12,,3400
10111166,SKU 13,,1200
10111166,SKU 14,,330
10111166,SKU 15,,2230
10111166,SKU 20,,500
10111167,SKU 2,,20
10111167,SKU 3,,25
10111167,SKU 7,,5
10111167,SKU 8,,120
10111167,SKU 9,,140
10111167,SKU 11,,110
10111167,SKU 12,,35
10111167,SKU 13,,25
10111167,SKU 14,,1
10111167,SKU 15,,1
10111168,SKU 1,,5
10111168,SKU 2,,25
10111168,SKU 5,,15
10111168,SKU 16,,10
10111168,SKU 7,,10
10111168,SKU 8,,30
10111168,SKU 9,,15
10111168,SKU 11,,30
10111168,SKU 12,,15
10111168,SKU 13,,1
10111168,SKU 14,,1
10111168,SKU 15,,1
10111169,SKU 16,,5
10111169,SKU 8,,10
10111169,SKU 9,,10
10111169,SKU 11,,10
10111169,SKU 12,,5
10111169,SKU 13,,5
10111169,SKU 14,,10
10111169,SKU 15,,10
10111173,SKU 1,,20
10111173,SKU 2,,30
10111173,SKU 3,,20
10111173,SKU 32,,25
10111173,SKU 29,,25
10111173,SKU 5,,10
10111173,SKU 16,,10
10111173,SKU 7,,50
10111173,SKU 8,,171
10111173,SKU 9,,151
10111173,SKU 10,,70
10111173,SKU 11,,191
10111173,SKU 12,,61
10111173,SKU 13,,91
10111173,SKU 18,,30
10111173,SKU 14,,21
10111173,SKU 15,,21
10111173,SKU 20,,10
10111175,SKU 1,,15
10111175,SKU 2,,5
10111175,SKU 8,,50
10111175,SKU 9,,30
10111175,SKU 10,,30
10111175,SKU 11,,50
10111175,SKU 12,,10
10111175,SKU 13,,15
10111175,SKU 17,,5
10111175,SKU 18,,5
10111175,SKU 14,,1
10111175,SKU 15,,11
10111176,SKU 3,,5
10111176,SKU 5,,5
10111176,SKU 6,,10
10111176,SKU 7,,10
10111176,SKU 8,,60
10111176,SKU 9,,45
10111176,SKU 11,,20
10111176,SKU 12,,5
10111176,SKU 13,,1
10111176,SKU 14,,5
10111176,SKU 15,,1
10111177,SKU 1,,60
10111177,SKU 2,,50
10111177,SKU 16,,5
10111177,SKU 6,,5
10111177,SKU 7,,10
10111177,SKU 24,,10
10111177,SKU 8,,400
10111177,SKU 9,,80
10111177,SKU 10,,170
10111177,SKU 11,,60
10111177,SKU 12,,30
10111177,SKU 13,,40
10111177,SKU 17,,30
10111177,SKU 18,,20
10111177,SKU 14,,21
10111177,SKU 15,,70
10111177,SKU 20,,20
10111179,SKU 8,,200
10111179,SKU 9,,100
10111179,SKU 25,,100
10111179,SKU 11,,50
10111180,SKU 1,,10
10111180,SKU 2,,10
10111180,SKU 3,,10
10111180,SKU 16,,10
10111180,SKU 6,,10
10111180,SKU 22,,10
10111180,SKU 24,,10
10111180,SKU 8,,80
10111180,SKU 9,,60
10111180,SKU 11,,40
10111180,SKU 13,,50
10111180,SKU 14,,11
10111180,SKU 15,,11
10111185,SKU 2,,10
10111185,SKU 3,,10
10111185,SKU 6,,10
10111185,SKU 7,,10
10111185,SKU 8,,81
10111185,SKU 9,,101
10111185,SKU 10,,20
10111185,SKU 11,,1
10111185,SKU 12,,1
10111185,SKU 13,,1
10111185,SKU 14,,16
10111185,SKU 15,,7
10111186,SKU 2,,20
10111186,SKU 3,,30
10111186,SKU 16,,10
10111186,SKU 6,,10
10111186,SKU 8,,30
10111186,SKU 9,,50
10111186,SKU 11,,10
10111186,SKU 12,,10
10111186,SKU 13,,11
10111186,SKU 14,,1
10111186,SKU 15,,1
10111188,SKU 1,,41
10111188,SKU 30,,10
10111188,SKU 2,,101
10111188,SKU 3,,41
10111188,SKU 5,,2
10111188,SKU 16,,1
10111188,SKU 6,,1
10111188,SKU 7,,191
10111188,SKU 22,,1
10111188,SKU 24,,1
10111188,SKU 8,,190
10111188,SKU 9,,241
10111188,SKU 25,,31
10111188,SKU 10,,11
10111188,SKU 11,,81
10111188,SKU 12,,81
10111188,SKU 13,,61
10111188,SKU 17,,1
10111188,SKU 18,,11
10111188,SKU 19,,1
10111188,SKU 14,,1
10111188,SKU 15,,71
10111188,SKU 20,,90
10111189,SKU 2,,5
10111189,SKU 16,,5
10111189,SKU 8,,86
10111189,SKU 9,,46
10111189,SKU 11,,16
10111189,SKU 12,,16
10111189,SKU 13,,16
10111189,SKU 14,,1
10111189,SKU 15,,1
10111190,SKU 2,,5
10111190,SKU 3,,5
10111190,SKU 4,,4
10111190,SKU 21,,4
10111190,SKU 16,,10
10111190,SKU 7,,15
10111190,SKU 22,,5
10111190,SKU 24,,15
10111190,SKU 8,,40
10111190,SKU 9,,15
10111190,SKU 25,,25
10111190,SKU 11,,40
10111190,SKU 13,,5
10111190,SKU 14,,1
10111190,SKU 15,,1
10111191,SKU 1,,15
10111191,SKU 2,,40
10111191,SKU 7,,5
10111191,SKU 8,,41
10111191,SKU 9,,46
10111191,SKU 10,,5
10111191,SKU 11,,41
10111191,SKU 12,,31
10111191,SKU 13,,1
10111191,SKU 14,,-11
10111191,SKU 15,,2
10111192,SKU 1,,60
10111192,SKU 28,,10
10111192,SKU 2,,80
10111192,SKU 3,,30
10111192,SKU 4,,5
10111192,SKU 21,,5
10111192,SKU 16,,15
10111192,SKU 7,,40
10111192,SKU 8,,141
10111192,SKU 9,,151
10111192,SKU 10,,20
10111192,SKU 11,,101
10111192,SKU 12,,121
10111192,SKU 13,,41
10111192,SKU 14,,6
10111192,SKU 15,,1
10111193,SKU 1,,15
10111193,SKU 28,,10
10111193,SKU 2,,20
10111193,SKU 3,,5
10111193,SKU 7,,15
10111193,SKU 8,,21
10111193,SKU 9,,31
10111193,SKU 11,,21
10111193,SKU 12,,6
10111193,SKU 13,,11
10111193,SKU 14,,1
10111193,SKU 15,,1
10111194,SKU 2,,20
10111194,SKU 8,,1
10111194,SKU 9,,11
10111194,SKU 11,,1
10111194,SKU 12,,11
10111194,SKU 13,,11
10111194,SKU 14,,1
10111194,SKU 15,,1
10111195,SKU 1,,10
10111195,SKU 2,,20
10111195,SKU 16,,10
10111195,SKU 6,,10
10111195,SKU 7,,15
10111195,SKU 8,,20
10111195,SKU 9,,30
10111195,SKU 11,,10
10111195,SKU 12,,25
10111195,SKU 13,,5
10111195,SKU 14,,1
10111195,SKU 15,,1
10111196,SKU 1,,30
10111196,SKU 28,,10
10111196,SKU 2,,80
10111196,SKU 21,,10
10111196,SKU 16,,30
10111196,SKU 6,,10
10111196,SKU 7,,45
10111196,SKU 8,,81
10111196,SKU 9,,281
10111196,SKU 10,,30
10111196,SKU 11,,61
10111196,SKU 12,,81
10111196,SKU 13,,21
10111196,SKU 17,,5
10111196,SKU 18,,5
10111196,SKU 14,,1
10111196,SKU 15,,1
10111197,SKU 2,,50
10111197,SKU 3,,50
10111197,SKU 4,,2
10111197,SKU 21,,2
10111197,SKU 7,,15
10111197,SKU 8,,81
10111197,SKU 9,,101
10111197,SKU 11,,1
10111197,SKU 12,,51
10111197,SKU 13,,51
10111197,SKU 19,,-15
10111197,SKU 14,,1
10111197,SKU 15,,1
10111199,SKU 2,,10
10111199,SKU 7,,10
10111199,SKU 8,,30
10111199,SKU 9,,10
10111199,SKU 11,,20
10111199,SKU 15,,5
10111200,SKU 2,,5
10111200,SKU 22,,5
10111200,SKU 24,,5
10111200,SKU 8,,81
10111200,SKU 9,,61
10111200,SKU 10,,10
10111200,SKU 11,,31
10111200,SKU 12,,1
10111200,SKU 13,,1
10111200,SKU 17,,5
10111200,SKU 18,,5
10111200,SKU 14,,23
10111200,SKU 15,,22
10111202,SKU 8,,35
10111202,SKU 9,,25
10111202,SKU 11,,10
10111202,SKU 12,,5
10111202,SKU 13,,1
10111202,SKU 14,,1
10111202,SKU 15,,2
10111203,SKU 3,,10
10111203,SKU 7,,5
10111203,SKU 8,,10
10111203,SKU 9,,30
10111203,SKU 12,,45
10111203,SKU 15,,15
10111269,SKU 1,,70
10111269,SKU 2,,30
10111269,SKU 3,,50
10111269,SKU 5,,40
10111269,SKU 16,,30
10111269,SKU 7,,20
10111269,SKU 8,,260
10111269,SKU 9,,200
10111269,SKU 10,,50
10111269,SKU 11,,220
10111269,SKU 12,,150
10111269,SKU 13,,100
10111269,SKU 14,,50
10111269,SKU 15,,50
10111269,SKU 20,,10
10111270,SKU 1,,30
10111270,SKU 30,,5
10111270,SKU 28,,20
10111270,SKU 2,,15
10111270,SKU 3,,40
10111270,SKU 27,,25
10111270,SKU 4,,6
10111270,SKU 21,,14
10111270,SKU 5,,20
10111270,SKU 16,,20
10111270,SKU 6,,10
10111270,SKU 7,,35
10111270,SKU 22,,10
10111270,SKU 24,,10
10111270,SKU 8,,270
10111270,SKU 9,,265
10111270,SKU 25,,30
10111270,SKU 10,,75
10111270,SKU 11,,260
10111270,SKU 12,,190
10111270,SKU 13,,65
10111270,SKU 31,,8
10111270,SKU 17,,10
10111270,SKU 18,,45
10111270,SKU 14,,15
10111270,SKU 15,,147
10111270,SKU 23,,5
10111271,SKU 1,,60
10111271,SKU 2,,20
10111271,SKU 3,,40
10111271,SKU 5,,40
10111271,SKU 16,,90
10111271,SKU 6,,10
10111271,SKU 7,,50
10111271,SKU 8,,750
10111271,SKU 9,,250
10111271,SKU 10,,10
10111271,SKU 11,,240
10111271,SKU 12,,60
10111271,SKU 13,,80
10111271,SKU 17,,10
10111271,SKU 18,,40
10111271,SKU 14,,20
10111271,SKU 15,,30
10111272,SKU 1,,30
10111272,SKU 28,,20
10111272,SKU 3,,10
10111272,SKU 5,,20
10111272,SKU 6,,5
10111272,SKU 7,,30
10111272,SKU 8,,190
10111272,SKU 9,,110
10111272,SKU 25,,35
10111272,SKU 11,,110
10111272,SKU 12,,75
10111272,SKU 13,,50
10111272,SKU 19,,10
10111272,SKU 14,,45
10111272,SKU 15,,50
10111273,SKU 3,,50
10111273,SKU 7,,50
10111273,SKU 13,,91
10111273,SKU 14,,1
10111273,SKU 15,,1
10111273,SKU 20,,20
10111274,SKU 1,,5
10111274,SKU 8,,71
10111274,SKU 9,,56
10111274,SKU 11,,41
10111274,SKU 12,,11
10111274,SKU 13,,6
10111274,SKU 14,,1
10111274,SKU 15,,1
10111275,SKU 21,,2
10111275,SKU 8,,50
10111275,SKU 9,,5
10111275,SKU 10,,35
10111275,SKU 11,,20
10111275,SKU 12,,10
10111275,SKU 13,,5
10111275,SKU 14,,5
10111275,SKU 15,,5
10111276,SKU 1,,0
10111276,SKU 2,,0
10111276,SKU 7,,10
10111276,SKU 8,,40
10111276,SKU 9,,40
10111276,SKU 10,,10
10111276,SKU 11,,40
10111276,SKU 12,,15
10111276,SKU 13,,1
10111276,SKU 14,,1
10111276,SKU 15,,1
10111277,SKU 1,,40
10111277,SKU 2,,40
10111277,SKU 3,,90
10111277,SKU 4,,3
10111277,SKU 21,,3
10111277,SKU 5,,20
10111277,SKU 16,,15
10111277,SKU 6,,20
10111277,SKU 7,,60
10111277,SKU 8,,201
10111277,SKU 9,,201
10111277,SKU 10,,70
10111277,SKU 11,,111
10111277,SKU 12,,81
10111277,SKU 13,,71
10111277,SKU 17,,15
10111277,SKU 18,,40
10111277,SKU 14,,1
10111277,SKU 15,,12
10111278,SKU 8,,0
10111278,SKU 11,,0
10111278,SKU 13,,0
10111279,SKU 1,,20
10111279,SKU 2,,10
10111279,SKU 3,,20
10111279,SKU 5,,40
10111279,SKU 16,,30
10111279,SKU 6,,30
10111279,SKU 7,,30
10111279,SKU 22,,10
10111279,SKU 24,,10
10111279,SKU 8,,90
10111279,SKU 9,,40
10111279,SKU 10,,20
10111279,SKU 11,,60
10111279,SKU 12,,50
10111279,SKU 13,,40
10111279,SKU 17,,10
10111279,SKU 18,,20
10111279,SKU 14,,20
10111279,SKU 15,,90
10111279,SKU 20,,10
10111280,SKU 1,,30
10111280,SKU 2,,10
10111280,SKU 3,,10
10111280,SKU 8,,70
10111280,SKU 9,,30
10111280,SKU 11,,50
10111280,SKU 12,,20
10111280,SKU 13,,20
10111280,SKU 14,,12
10111280,SKU 15,,12
10111281,SKU 1,,10
10111281,SKU 7,,20
10111281,SKU 8,,20
10111281,SKU 9,,40
10111281,SKU 11,,10
10111281,SKU 12,,10
10111281,SKU 13,,10
10111281,SKU 14,,1
10111281,SKU 15,,1
10111282,SKU 1,,20
10111282,SKU 2,,20
10111282,SKU 3,,50
10111282,SKU 4,,4
10111282,SKU 7,,30
10111282,SKU 8,,110
10111282,SKU 9,,70
10111282,SKU 10,,60
10111282,SKU 11,,40
10111282,SKU 12,,20
10111282,SKU 13,,50
10111282,SKU 14,,1
10111282,SKU 15,,1
10111284,SKU 21,,6
10111284,SKU 8,,50
10111284,SKU 9,,40
10111284,SKU 11,,15
10111284,SKU 12,,20
10111284,SKU 15,,5
10111288,SKU 1,,20
10111288,SKU 2,,20
10111288,SKU 3,,25
10111288,SKU 5,,10
10111288,SKU 16,,5
10111288,SKU 6,,10
10111288,SKU 7,,10
10111288,SKU 8,,61
10111288,SKU 9,,16
10111288,SKU 10,,5
10111288,SKU 11,,11
10111288,SKU 12,,1
10111288,SKU 13,,1
10111288,SKU 14,,6
10111288,SKU 15,,1
10111289,SKU 1,,5
10111289,SKU 2,,20
10111289,SKU 3,,10
10111289,SKU 8,,15
10111289,SKU 9,,15
10111289,SKU 10,,5
10111289,SKU 11,,15
10111289,SKU 12,,10
10111289,SKU 13,,5
10111289,SKU 14,,1
10111289,SKU 15,,10
10111290,SKU 2,,50
10111290,SKU 7,,50
10111290,SKU 8,,211
10111290,SKU 9,,91
10111290,SKU 10,,40
10111290,SKU 11,,91
10111290,SKU 12,,41
10111290,SKU 13,,1
10111290,SKU 18,,10
10111290,SKU 14,,32
10111290,SKU 15,,64
10111292,SKU 22,,0
10111292,SKU 24,,0
10111292,SKU 8,,15
10111292,SKU 9,,30
10111292,SKU 11,,5
10111292,SKU 12,,20
10111292,SKU 13,,1
10111292,SKU 14,,1
10111292,SKU 15,,1
10111293,SKU 1,,20
10111293,SKU 28,,10
10111293,SKU 2,,20
10111293,SKU 5,,10
10111293,SKU 16,,5
10111293,SKU 6,,10
10111293,SKU 7,,40
10111293,SKU 22,,20
10111293,SKU 24,,20
10111293,SKU 8,,80
10111293,SKU 9,,60
10111293,SKU 10,,40
10111293,SKU 11,,50
10111293,SKU 12,,80
10111293,SKU 13,,20
10111293,SKU 19,,-10
10111293,SKU 14,,11
10111293,SKU 15,,22
10111293,SKU 20,,30
10111295,SKU 2,,10
10111295,SKU 3,,10
10111295,SKU 5,,10
10111295,SKU 22,,15
10111295,SKU 24,,10
10111295,SKU 8,,100
10111295,SKU 9,,50
10111295,SKU 25,,60
10111295,SKU 11,,40
10111295,SKU 12,,30
10111295,SKU 13,,21
10111295,SKU 14,,44
10111295,SKU 15,,64
10111296,SKU 1,,60
10111296,SKU 28,,10
10111296,SKU 2,,100
10111296,SKU 3,,100
10111296,SKU 4,,10
10111296,SKU 21,,20
10111296,SKU 5,,60
10111296,SKU 16,,60
10111296,SKU 6,,60
10111296,SKU 7,,150
10111296,SKU 22,,100
10111296,SKU 8,,1200
10111296,SKU 9,,450
10111296,SKU 10,,100
10111296,SKU 11,,500
10111296,SKU 12,,200
10111296,SKU 13,,110
10111296,SKU 14,,50
10111296,SKU 15,,50
10111297,SKU 8,,10
10111297,SKU 11,,10
10111298,SKU 1,,10
10111298,SKU 2,,20
10111298,SKU 3,,10
10111298,SKU 16,,20
10111298,SKU 6,,10
10111298,SKU 7,,40
10111298,SKU 8,,120
10111298,SKU 9,,60
10111298,SKU 10,,50
10111298,SKU 11,,20
10111298,SKU 12,,50
10111298,SKU 13,,20
10111298,SKU 18,,20
10111298,SKU 14,,1
10111298,SKU 15,,40
10111298,SKU 20,,20
10111299,SKU 1,,20
10111299,SKU 28,,5
10111299,SKU 2,,10
10111299,SKU 3,,20
10111299,SKU 5,,15
10111299,SKU 6,,5
10111299,SKU 7,,20
10111299,SKU 22,,10
10111299,SKU 8,,131
10111299,SKU 9,,31
10111299,SKU 10,,10
10111299,SKU 11,,31
10111299,SKU 12,,11
10111299,SKU 13,,1
10111299,SKU 17,,5
10111299,SKU 18,,5
